beer1,beer1freq,beer2,beer2freq,beer3,beer3freq,beer4,beer4freq,beer5,beer5freq
garnish beer,1.0,beer ampl,1.0,desk beer,1.0,beer allow,2.0,beer trivia,2
beer straw,1.0,set beer,1.0,beer haha,1.0,hit beer,2.0,vers beer,2
ration beer,1.0,rais beer,1.0,tv beer,1.0,peach beer,2.0,beer notadddrink,2
booz beer,1.0,crowd beer,1.0,beer grub,1.0,beer skyy,2.0,weekend beer,2
beer kick,1.0,pinot beer,1.0,funk beer,1.0,line beer,2.0,chose beer,2
man beer,1.0,stout beer,1.0,julius beer,1.0,jalapeno beer,2.0,beer tini,2
beer twin,1.0,beer herb,1.0,avail beer,1.0,real beer,2.0,beer vibe,2
haze beer,1.0,overextend beer,1.0,beer cigarett,1.0,notaddplac beer,2.0,beer advertis,2
beer friday,1.0,massiv beer,1.0,notaddday beer,1.0,notaddexperi beer,2.0,complimentari beer,2
girlfriend beer,1.0,yorkshir beer,1.0,unsaf beer,1.0,beer microbreweri,2.0,vintag beer,2
worth beer,1.0,white beer,1.0,mood beer,1.0,banger beer,2.0,beer follow,2
beer found,1.0,walk beer,1.0,beer caesar,1.0,beer wet,2.0,beer mojito,2
beer threw,1.0,beer carpet,1.0,beer meanwhil,1.0,beer sin,2.0,beer miss,2
beer burrito,1.0,notic beer,1.0,beer inlin,1.0,space beer,2.0,beer notaddbig,2
slushi beer,1.0,yet beer,1.0,beer king,1.0,beer final,2.0,ass beer,2
beer idea,1.0,beer coupl,1.0,beer fiend,1.0,beer abl,2.0,pleas beer,2
beer hold,1.0,beer hostess,1.0,beer bg,1.0,ness beer,2.0,beer honest,2
slip beer,1.0,beer ten,1.0,beer common,1.0,beer notaddhug,2.0,beer inspir,2
beer slid,1.0,ago beer,1.0,beer forgett,1.0,countless beer,2.0,machin beer,2
surround beer,1.0,beer afterward,1.0,longer beer,1.0,main beer,2.0,detail beer,2
dish beer,1.0,kid beer,1.0,beer eye,1.0,beer dogfish,2.0,beer moder,2
beer tiger,1.0,beer domest,1.0,beer machet,1.0,beer fanat,2.0,depend beer,2
beer sad,1.0,issu beer,1.0,worth beer,1.0,beer accur,2.0,lighter beer,2
relax beer,1.0,notadddress beer,1.0,beer notaddcheapest,1.0,sole beer,2.0,pleasant beer,2
fantast beer,1.0,breakfast beer,1.0,head beer,1.0,beer spout,2.0,cucumb beer,2
beer gentlemen,1.0,beer morn,1.0,beer drunken,1.0,beer later,2.0,beer neat,2
beer mean,1.0,tequila beer,1.0,beer situat,1.0,pub beer,2.0,seat beer,2
beer lighter,1.0,notaddok beer,1.0,portion beer,1.0,minus beer,2.0,beer hunter,2
describ beer,1.0,constant beer,1.0,dive beer,1.0,beer delish,2.0,beer type,2
frosti beer,1.0,salti beer,1.0,beer iffi,1.0,tip beer,2.0,extraordinari beer,2
furthermor beer,1.0,day beer,1.0,darkest beer,1.0,beer fed,2.0,favor beer,2
beer pool,1.0,substitut beer,1.0,divey beer,1.0,weekend beer,2.0,group beer,2
beer notaddupd,1.0,beer notaddhard,1.0,beer dom,1.0,beer winner,2.0,gumbo beer,2
notaddso beer,1.0,beer vice,1.0,beer gummi,1.0,pacifico beer,2.0,empti beer,2
sens beer,1.0,beer acesal,1.0,beer lagunita,1.0,beer among,2.0,beer whiski,2
beer observ,1.0,soon beer,1.0,partook beer,1.0,basic beer,2.0,beer mom,2
cool beer,1.0,beer puke,1.0,silverwar beer,1.0,beer budget,2.0,picki beer,2
coaster beer,1.0,stripe beer,1.0,beer refus,1.0,beer bottom,2.0,present beer,2
beer mozzarella,1.0,beer jamaican,1.0,satisfi beer,1.0,clean beer,2.0,beer tailgat,2
mid beer,1.0,beer say,1.0,beer meant,1.0,glaze beer,2.0,beer noon,2
spoon beer,1.0,beer chimay,1.0,approach beer,1.0,wtf beer,2.0,beer main,2
beer dark,1.0,beer notadd,1.0,beer heff,1.0,pbr beer,2.0,beer commit,2
tepid beer,1.0,beer sunday,1.0,insist beer,1.0,beer upstair,2.0,beer dark,2
void beer,1.0,slaw beer,1.0,tri rootbeer,1.0,beer sorbet,2.0,california beer,2
beer awesom,1.0,beer miyagi,1.0,rootbeer tap,1.0,beer money,2.0,beer easi,2
beer notaddtap,1.0,let beer,1.0,fair beer,1.0,beer system,2.0,beer nacho,2
basic beer,1.0,beer attorney,1.0,beer notaddfar,1.0,possibl beer,2.0,beer major,2
beer yesterday,1.0,beer hubbi,1.0,phenomen beer,1.0,fact beer,2.0,heaven beer,2
dog beer,1.0,base beer,1.0,beer photo,1.0,beer thai,2.0,beer compar,2
fundido beer,1.0,beer incorrect,1.0,beer chaser,1.0,busch beer,2.0,beer entir,2
excus beer,1.0,featur beer,1.0,beer louisiana,1.0,beer poison,2.0,five beer,2
beer alway,1.0,beer encount,1.0,sad beer,1.0,miguel beer,2.0,cigar beer,2
guest beer,1.0,beer green,1.0,beer notaddoz,1.0,beer eventu,2.0,beerpong tabl,2
schooler beer,1.0,beer subsidi,1.0,beer gent,1.0,beer comp,2.0,beer commerci,2
beer meat,1.0,temperatur beer,1.0,beer practic,1.0,beer coke,2.0,leav beer,2
notaddrul beer,1.0,dri beer,1.0,pro beer,1.0,canadian beer,2.0,groupon beer,2
style beer,1.0,awkward beer,1.0,honesti beer,1.0,beer pee,2.0,beer invent,2
heineken beer,1.0,beer reg,1.0,fking beer,1.0,patio beer,2.0,beer sandia,2
notaddserv beer,1.0,reg beer,1.0,beer floater,1.0,loung beer,2.0,downstair beer,2
beer wont,1.0,beer club,1.0,deserv beer,1.0,true beer,2.0,beer line,2
shot beer,1.0,beer depend,1.0,beer hoppi,1.0,beer rogu,2.0,beer unicorn,2
beer white,1.0,rattl beer,1.0,con beer,1.0,winner beer,2.0,delic beer,2
threw beer,1.0,beer return,1.0,beer low,1.0,brat beer,2.0,beer god,2
pt beer,1.0,bought beer,1.0,beer authent,1.0,beer cigarett,2.0,kombucha beer,2
beer clean,1.0,beer card,1.0,beer wast,1.0,beer felt,2.0,orang beer,2
beer happen,1.0,id beer,1.0,beer stomach,1.0,cafe beer,2.0,beer lv,2
pbr beer,1.0,beer lead,1.0,gir beer,1.0,beer phase,2.0,fair beer,2
beer bong,1.0,stupid beer,1.0,recogniz beer,1.0,paid beer,2.0,grow beer,2
notadddisappoint beer,1.0,beer easiest,1.0,beer notaddlot,1.0,beer gambl,2.0,rid beer,2
luckili beer,1.0,beer safe,1.0,glad beer,1.0,celebr beer,2.0,beer save,2
beer gin,1.0,suppos beer,1.0,ummm beer,1.0,beer hater,2.0,beer notaddbad,2
intent beer,1.0,beer charcuteri,1.0,lambic beer,1.0,beer complaint,2.0,beer beef,2
beer whini,1.0,beer sloppi,1.0,beer inform,1.0,beer man,2.0,follow beer,2
speedi beer,1.0,tempura beer,1.0,notaddissu beer,1.0,appli beer,2.0,respect beer,2
beer rare,1.0,beer notaddgreat,1.0,non beer,1.0,jack beer,2.0,beer estrella,2
budwis beer,1.0,notaddd beer,1.0,beer paid,1.0,beer extrem,2.0,home beer,2
beer sun,1.0,beer similar,1.0,margin beer,1.0,random beer,2.0,beer suit,2
notaddslop beer,1.0,incred beer,1.0,beer unpleas,1.0,hear beer,2.0,texa beer,2
beer pho,1.0,beer shit,1.0,beer higher,1.0,effici beer,2.0,beer paid,2
beer north,1.0,beer split,1.0,starter beer,1.0,complet beer,2.0,beer remind,2
miss beer,1.0,beer caesar,1.0,beer blondi,1.0,beer cant,2.0,beer greet,2
beg beer,1.0,beer temp,1.0,beer lure,1.0,beerhaus definit,2.0,boyfriend beer,2
beer late,1.0,period beer,1.0,meantim beertend,1.0,beer henc,2.0,hefe beer,2
beer notaddcocktail,1.0,beer sale,1.0,beertend friend,1.0,lineup beer,2.0,experiment beer,2
beer kind,1.0,incred beeroer,1.0,beer handler,1.0,beer hoppi,2.0,mmm beer,2
junk beer,1.0,beeroer price,1.0,beer horrend,1.0,took beer,2.0,beer pale,2
beer subpar,1.0,pea beer,1.0,celeri beer,1.0,stuff beer,2.0,beer rate,2
beer convers,1.0,beer notaddfrou,1.0,estrella beer,1.0,call beerhaus,2.0,beer blow,2
kid beer,1.0,compar beer,1.0,heat beer,1.0,tequila beer,2.0,beer month,2
team beer,1.0,beer dread,1.0,notaddcoast beer,1.0,beer sam,2.0,month beer,2
notaddpric beer,1.0,mojito beer,1.0,beer pack,1.0,beer endless,2.0,frambois beer,2
excel beer,1.0,highlight beer,1.0,notaddtout beer,1.0,beer overlook,2.0,beer valley,2
beer signatur,1.0,hydrant beer,1.0,beer lean,1.0,beer sort,2.0,michelada beer,2
yelp beer,1.0,chanc beer,1.0,overal beer,1.0,ish beer,2.0,francisco beer,2
beer pbr,1.0,beer low,1.0,host beer,1.0,return beer,2.0,sauc beer,2
someth beer,1.0,sight beer,1.0,beer yell,1.0,beer happili,2.0,yeah beer,2
conveni beer,1.0,thursday beer,1.0,frite beer,1.0,establish beer,2.0,crappi beer,2
board beer,1.0,regist beer,1.0,beer downstair,1.0,beer independ,2.0,standard beer,2
beer cours,1.0,calamari beer,1.0,footbal beer,1.0,info beer,2.0,chorizo beer,2
beer stein,1.0,beer dad,1.0,beer blend,1.0,boulder beer,2.0,beer pan,2
mess beer,1.0,door beer,1.0,beer ride,1.0,beer chocol,2.0,kingfish beer,2
repossess beer,1.0,mule beer,1.0,eater beer,1.0,went beerhaus,2.0,roast beer,2
us rootbeer,1.0,beer paid,1.0,monday beer,1.0,beerhaus brat,2.0,beer station,2
rootbeer includ,1.0,eh beer,1.0,beer gardenfood,1.0,beer assort,2.0,beer ass,2
beer consid,1.0,beer accompani,1.0,steam beer,1.0,beer fill,2.0,beer dole,2
problem rootbeer,1.0,gotten beer,1.0,beer notaddbig,1.0,remark beer,2.0,beer open,2
rootbeer kris,1.0,beer top,1.0,quiz beer,1.0,arena beerhaus,2.0,michael rootbeer,2
oliv beer,1.0,feet beer,1.0,beer blanch,1.0,steep beer,2.0,beer hell,2
front beer,1.0,beer botttl,1.0,bother beer,1.0,pickl beer,2.0,beer french,2
beer barman,1.0,fair beer,1.0,sweet beer,1.0,worth beer,2.0,yum beer,2
beer desert,1.0,beer whilst,1.0,beer scream,1.0,warm beer,2.0,hint beer,2
beer receiv,1.0,picki beer,1.0,beer notadd,1.0,god beer,2.0,kick beer,2
beer mule,1.0,beer ordinari,1.0,beer notaddani,1.0,beer haus,2.0,beer chili,2
question beer,1.0,balanc beer,1.0,knock beer,1.0,beer harder,2.0,beer restaur,2
cross beer,1.0,baja beer,1.0,mermaid beer,1.0,frambois beer,2.0,rogu beer,2
beer kept,1.0,crispi beer,1.0,beer mixer,1.0,intern beer,2.0,champagn beer,2
alon beer,1.0,ingredi beer,1.0,etc beer,1.0,notaddagain beer,2.0,beer belch,2
leticia beer,1.0,wow beer,1.0,bizarr beer,1.0,beer smoke,2.0,opinion beer,2
beer annoy,1.0,explain beer,1.0,beer grrrr,1.0,beer weird,2.0,beer none,2
beer notaddtr,1.0,nine beer,1.0,opinion beer,1.0,cosmo beer,2.0,beer raspberri,2
beer daili,1.0,beer taken,1.0,yike beer,1.0,suppos beer,2.0,beer tea,2
pigrigio beer,1.0,beer las,1.0,luckili beer,1.0,beer cowork,2.0,beer due,2
beer lager,1.0,beer def,1.0,beer chili,1.0,beer consist,2.0,beer notic,2
beer piec,1.0,beer notaddal,1.0,whether beer,1.0,notaddmuch beer,2.0,beer clam,2
beer fifteen,1.0,pork beer,1.0,beer amount,1.0,beer green,2.0,sat beer,2
beer corona,1.0,beer coleslaw,1.0,blondi beer,1.0,array beer,2.0,stale beer,2
near beer,1.0,notaddparticular beer,1.0,beer period,1.0,beer point,2.0,beer cigarett,2
beer appar,1.0,beer restaur,1.0,grub beer,1.0,lv beer,2.0,insist beer,2
beer yell,1.0,regard beer,1.0,settl beer,1.0,low beer,2.0,beer rachel,2
weirder beer,1.0,beer consumpt,1.0,beer fav,1.0,word beer,2.0,summerlin beer,2
beer site,1.0,stalk beer,1.0,fond beermosa,1.0,barrel beer,2.0,beer troubl,2
pm beer,1.0,beer colleagu,1.0,beermosa grapefruit,1.0,beer horizon,2.0,beer kick,2
beer honest,1.0,beer whiskey,1.0,scare beer,1.0,load beer,2.0,asahi beer,2
oktoberfest beer,1.0,rather beer,1.0,tho beer,1.0,terrif beer,2.0,overal beer,2
beer afford,1.0,beer spoil,1.0,beer guest,1.0,satisfi beer,2.0,beer four,2
beer mark,1.0,beer negro,1.0,filet beer,1.0,post beer,2.0,beer white,2
odor beer,1.0,beer st,1.0,liq beer,1.0,beer kick,2.0,minut beer,2
beer accompani,1.0,tall beer,1.0,beer dogfish,1.0,beer casual,2.0,beer beat,2
ice beer,1.0,beer although,1.0,ketchup beer,1.0,like beerhaus,2.0,beer danc,2
beer refus,1.0,confirm beer,1.0,promis beer,1.0,comfort beer,2.0,beer alreadi,2
exquisit beer,1.0,minimum beer,1.0,help beer,1.0,beer dive,2.0,tot beer,2
downhil beer,1.0,beer countri,1.0,beer trunk,1.0,beer yet,2.0,roll beer,2
ash beer,1.0,beer tablet,1.0,beer notaddgreatest,1.0,fast beer,2.0,beer ate,2
beer creativ,1.0,beer neat,1.0,tot beer,1.0,beer hmmm,2.0,beer refer,2
beer ownership,1.0,yoke beer,1.0,set beer,1.0,consid beer,2.0,stop beerhaus,2
beer turn,1.0,beer oppress,1.0,whatev beer,1.0,felt beer,2.0,finger beer,2
beer today,1.0,beer issu,1.0,tout beer,1.0,twelv beer,2.0,slam beer,2
search beer,1.0,beer experi,1.0,beer classic,1.0,exot beer,2.0,beer bomb,2
day beer,1.0,began beer,1.0,beer neither,1.0,longer beer,2.0,beer entertain,2
singapor beer,1.0,beer weihenstephan,1.0,beer salt,1.0,flavour beer,2.0,park beerhaus,2
beer opinion,1.0,alright beer,1.0,beer old,1.0,beer heck,2.0,beerhaus anchor,2
beer second,1.0,music beer,1.0,beer bull,1.0,beer mean,2.0,current beer,2
attitud beer,1.0,beer chill,1.0,unfamiliar beer,1.0,strict beer,2.0,beer tremend,2
beer quasi,1.0,retail beer,1.0,beer bourbon,1.0,beer dine,2.0,visit beerhaus,2
cours beer,1.0,beer readili,1.0,beer groovi,1.0,frozen beer,2.0,see beerhaus,2
ehem beer,1.0,scour beer,1.0,bag beer,1.0,join beer,2.0,thought beer,2
beer asid,1.0,notaddanyth beer,1.0,cash beer,1.0,beer knew,2.0,bunch beer,2
insid beer,1.0,beer talk,1.0,beer far,1.0,beer boba,2.0,realiz beer,2
varieti beer,1.0,beer remnant,1.0,beer ea,1.0,heaven beer,2.0,beer sauc,2
beer notaddthem,1.0,saw beerenausles,1.0,beer figur,1.0,beer calamari,2.0,beer scotch,2
beer forgot,1.0,beerenausles menu,1.0,notaddfor beer,1.0,beer taster,2.0,beer year,2
appli beer,1.0,inform beer,1.0,far beer,1.0,beer degre,2.0,beer thai,2
thai beer,1.0,smell beer,1.0,beer notaddinterest,1.0,separ beer,2.0,waiter beer,2
share beer,1.0,beer gal,1.0,beer cheesesteak,1.0,na beer,2.0,beer milkshak,2
beer la,1.0,beer concern,1.0,sucker beer,1.0,tiger beer,2.0,beer defiant,2
halfway beer,1.0,beer outsid,1.0,uch beer,1.0,soda beer,2.0,beer microbrew,2
god beer,1.0,beer heineken,1.0,beer forth,1.0,beer honey,2.0,time beerhaus,2
beer yeah,1.0,beer less,1.0,apart beer,1.0,beer someon,2.0,beerhaus last,2
beer settl,1.0,bowl beer,1.0,beer scene,1.0,italian beer,2.0,beer pro,2
beer slipperi,1.0,load beer,1.0,beer possibl,1.0,smell beer,2.0,crowd beer,2
beer notaddfood,1.0,liter beer,1.0,chat beer,1.0,beer notaddshabbi,2.0,order beerhaus,2
beer believ,1.0,beer ala,1.0,beer establish,1.0,case beer,2.0,beer cheaper,2
beer rum,1.0,chalkboard beer,1.0,beer various,1.0,vari beer,2.0,log beer,2
beer draught,1.0,beer screen,1.0,beer size,1.0,everywher beer,2.0,els beer,2
forev beer,1.0,custom beer,1.0,soak beer,1.0,co beer,2.0,area beerhaus,2
screw beer,1.0,beer gruel,1.0,beer michael,1.0,beer tad,2.0,avid beer,2
updat beer,1.0,beer negat,1.0,camper beer,1.0,calamari beer,2.0,beer massiv,2
often beer,1.0,beer miss,1.0,beer today,1.0,miss beer,2.0,beer afford,2
beer sangria,1.0,beer breakfast,1.0,beer nickel,1.0,beer chicago,2.0,beer garnish,2
beer denni,1.0,pasti beer,1.0,beer steam,1.0,beer gone,2.0,beer depend,2
highlight beer,1.0,beer ale,1.0,spectacular beer,1.0,finger beer,2.0,thirti beer,2
beer import,1.0,beer lack,1.0,gone beer,1.0,fashion beer,2.0,trappist beer,2
beer light,1.0,hear beer,1.0,beer heaven,1.0,beer bother,2.0,beer defin,2
mean beer,1.0,beer killer,1.0,finest beer,1.0,beer win,2.0,beer fat,2
beer unexcus,1.0,show beer,1.0,notaddliquor beer,1.0,notaddbroken beer,2.0,notaddeith beer,2
jan beer,1.0,vega beer,1.0,beer notaddlicens,1.0,cheaper beer,2.0,went beerhaus,2
beer former,1.0,colada beer,1.0,esqu beer,1.0,carri beer,2.0,beerhaus local,2
beer split,1.0,beer explor,1.0,lemon beer,1.0,beer boyfriend,2.0,turn beer,2
america beer,1.0,peach beer,1.0,lift beer,1.0,beer claim,2.0,beer vanilla,2
coor beer,1.0,macchees beer,1.0,pacifico beer,1.0,beer everyon,2.0,music beer,2
beer across,1.0,happi beer,1.0,beer alki,1.0,updat beer,2.0,someth beer,2
made rootbeer,1.0,beer fireston,1.0,notaddhot beer,1.0,beer duh,2.0,beer settl,2
rootbeer float,1.0,drunk beer,1.0,cuisin beer,1.0,beer sold,2.0,beer hearti,2
beer kj,1.0,beer skip,1.0,effort beer,1.0,beer tempt,2.0,beer mon,2
exchang beer,1.0,notaddintro beer,1.0,banger beer,1.0,uk beer,2.0,friday beer,2
beer karaok,1.0,beer assist,1.0,beer whole,1.0,beer decompress,2.0,beer complet,2
shitti beer,1.0,german beer,1.0,old beer,1.0,zillion beer,2.0,beer ambianc,2
beer notaddwip,1.0,beer per,1.0,beer bread,1.0,beer english,2.0,pricey beer,2
dessert beer,1.0,beer notaddlov,1.0,graduat beer,1.0,phenomen beer,2.0,mind beer,2
beer coffe,1.0,beer elvi,1.0,beer ouncer,1.0,beer unusu,2.0,forgot beer,2
beer dessert,1.0,beer googl,1.0,beer industri,1.0,beer pasti,2.0,class beer,2
notaddbar beer,1.0,grub beer,1.0,seven beer,1.0,beer flow,2.0,met beer,2
beer apiec,1.0,hey beer,1.0,beer jump,1.0,except beer,2.0,rock beer,2
beer queso,1.0,beer uniqu,1.0,beer wont,1.0,due beer,2.0,beer chicago,2
exclud beer,1.0,european beer,1.0,beer collect,1.0,beer wish,2.0,british beer,2
beer slushi,1.0,beer pasti,1.0,beer notaddcold,1.0,beer moos,2.0,beer march,2
beer frozen,1.0,progress beer,1.0,beer concoct,1.0,beer hall,2.0,soak beer,2
replac beer,1.0,beer thumb,1.0,mojito beer,1.0,beer coupon,2.0,beer countri,2
beer differ,1.0,default beer,1.0,bonker beer,1.0,bbq beer,2.0,notic beer,2
beer establish,1.0,beer size,1.0,beer complet,1.0,sort beer,2.0,beer funni,2
notadda beerhaus,1.0,beer smell,1.0,beer record,1.0,beer bomb,2.0,beer cozi,2
beerhaus tmobil,1.0,oil beer,1.0,beer leisur,1.0,rooftop beer,2.0,beer band,2
beer alright,1.0,groupon beer,1.0,beer lost,1.0,homemad beer,2.0,beer non,2
lay beer,1.0,tender beer,1.0,taj beer,1.0,beer center,2.0,beer hockey,2
beer rest,1.0,notaddbusi beer,1.0,beer manag,1.0,microbreweri beer,2.0,track beer,2
opinion beer,1.0,beer budweis,1.0,cranberri beer,1.0,beer tall,2.0,forget beer,2
beer con,1.0,beer lame,1.0,wurst beer,1.0,beer amber,2.0,beer bowl,2
portion beer,1.0,chill beer,1.0,beer build,1.0,beer mash,2.0,money beer,2
beer serious,1.0,virgil beer,1.0,tartar rootbeer,1.0,buzz beer,2.0,refil beer,2
serious beer,1.0,beer growler,1.0,beer fight,1.0,beer breweri,2.0,beer upon,2
gotten beer,1.0,final beer,1.0,rehab beer,1.0,skin beer,2.0,signatur beer,2
beer sip,1.0,airport beer,1.0,beer juju,1.0,beer freak,2.0,color beer,2
consum beer,1.0,mention beer,1.0,mini rootbeer,1.0,breweri rootbeer,2.0,foreign beer,2
beer wors,1.0,outstand beer,1.0,beer stand,1.0,incas beer,1.0,chat beer,2
speak beer,1.0,beer rib,1.0,beer dozen,1.0,beermosa mimosa,1.0,hitachino beer,2
beer finish,1.0,beer bm,1.0,beer occasion,1.0,circul beer,1.0,beer egg,2
beer poker,1.0,beer natur,1.0,tab beer,1.0,cusquena beer,1.0,obvious beer,2
beer continu,1.0,notaddthrough beer,1.0,pilsner beer,1.0,beer case,1.0,beer gem,2
beer urin,1.0,beer abl,1.0,beer invent,1.0,munch beer,1.0,beer sorta,2
beer lone,1.0,sum beer,1.0,beer excit,1.0,beer cover,1.0,beer parti,2
tradit beer,1.0,alongsid beer,1.0,prefer beer,1.0,coconut beer,1.0,lover beer,2
beer grey,1.0,beer stick,1.0,banana beer,1.0,host beer,1.0,beer munchi,2
beer hef,1.0,beer stay,1.0,read beer,1.0,beer mason,1.0,jamaican beer,2
beer spirit,1.0,found beer,1.0,darn rootbeer,1.0,beer cabinet,1.0,beer mint,2
beer razz,1.0,revolv beer,1.0,beer belli,1.0,beer amanda,1.0,beer turn,2
beer four,1.0,section beer,1.0,beer truli,1.0,notaddhung beer,1.0,packag beer,2
beer fled,1.0,beer notaddhug,1.0,beer unhappi,1.0,beer sashimi,1.0,beer nicoley,2
beer tall,1.0,beer notic,1.0,beer tortilla,1.0,jamesonal beer,1.0,stripe beer,2
product beer,1.0,yard beer,1.0,cloth beer,1.0,beer notaddcheapest,1.0,beer possibl,2
shame beer,1.0,beer troubl,1.0,sizabl beer,1.0,notaddlol beer,1.0,life beer,2
der beer,1.0,garden beer,1.0,feet beer,1.0,beer splash,1.0,beer prompt,2
vom beer,1.0,beer roast,1.0,beer mexican,1.0,salti beer,1.0,beer vampir,2
fazit beerpark,1.0,beer smoke,1.0,behind beer,1.0,boll beer,1.0,beer ladi,2
beerpark no,1.0,atmospher beer,1.0,diego beer,1.0,upbeat beer,1.0,least beer,2
notaddyear beer,1.0,tofu beer,1.0,cultur beer,1.0,guacamol beer,1.0,beer welcom,2
breakfast beer,1.0,beer thirti,1.0,dredg beer,1.0,dscount beer,1.0,beer near,2
beer footbal,1.0,may beer,1.0,beer nowher,1.0,beer bc,1.0,product beer,2
last beer,1.0,beer leftov,1.0,beer footbal,1.0,notaddthem beer,1.0,rate beer,2
size beer,1.0,beer strong,1.0,beer urin,1.0,photo beer,1.0,beer knot,2
embarrass beer,1.0,beer particular,1.0,rich beer,1.0,beer josi,1.0,beer simpl,2
guac beer,1.0,beer site,1.0,terrif beer,1.0,beer atmoshper,1.0,beer past,2
beer son,1.0,beer rum,1.0,burrito beer,1.0,beer smell,1.0,mango beer,2
stew beer,1.0,notaddpedestrian beer,1.0,cover beer,1.0,beer bleu,1.0,eaten beer,2
beer excel,1.0,beer scare,1.0,tast rootbeer,1.0,throwback beer,1.0,view beer,2
beer quesadilla,1.0,share beer,1.0,random beer,1.0,beer hike,1.0,beer automat,2
never beer,1.0,enter beer,1.0,could beer,1.0,beer loud,1.0,screen beer,2
beer averag,1.0,beer alon,1.0,beer replac,1.0,beer spent,1.0,beer convinc,2
beer readi,1.0,beer marguerita,1.0,beer fridg,1.0,golf beer,1.0,next beer,2
beer follow,1.0,beer friday,1.0,beer stingi,1.0,beer kiss,1.0,demand beer,2
beer gonna,1.0,beer natti,1.0,miguel beer,1.0,splurg beermosa,1.0,beer buffalo,2
va beer,1.0,piss beer,1.0,beer arteri,1.0,beermosa pretti,1.0,pass beer,2
beer palat,1.0,beer main,1.0,write beer,1.0,beer cutter,1.0,wife beer,2
beer prefer,1.0,unfortun beer,1.0,beer review,1.0,janga beer,1.0,beer felt,2
island beer,1.0,beer dummi,1.0,beer stout,1.0,shall beer,1.0,beer music,2
beer tenaya,1.0,term beer,1.0,notaddon beer,1.0,proper beer,1.0,spectacular beer,2
beer colder,1.0,specialti beer,1.0,beer earn,1.0,beer suffer,1.0,diamond beer,2
bottom beer,1.0,scallop beer,1.0,beer centric,1.0,beer www,1.0,beer ive,2
beer bowl,1.0,quit beer,1.0,excel rootbeer,1.0,reliabl beer,1.0,beer japanes,2
beer pilsner,1.0,less beer,1.0,homemad rootbeer,1.0,beer cam,1.0,shown beer,2
beer anywher,1.0,minus beer,1.0,sorbet rootbeer,1.0,ordinari beer,1.0,beer meat,2
beer fentimam,1.0,beer hate,1.0,cover rootbeer,1.0,tab beer,1.0,beer mood,2
leav beer,1.0,give beer,1.0,rootbeer kinda,1.0,tri beermosa,1.0,canadian beer,2
beer hubbi,1.0,specif beer,1.0,away beer,1.0,beermosa say,1.0,oatmeal beer,2
beer ummmmm,1.0,beer femal,1.0,calori beer,1.0,beer homemad,1.0,beer join,2
one beerparklv,1.0,beer monday,1.0,downhil beer,1.0,beer lazi,1.0,beer compliment,2
beerparklv servic,1.0,beer onsit,1.0,neck beer,1.0,origin beer,1.0,beer deep,2
beer ballast,1.0,beer temper,1.0,beer wors,1.0,devin beer,1.0,drinker beer,2
beer due,1.0,idea beer,1.0,advantag beer,1.0,gigant beer,1.0,possibl beer,2
beer differenti,1.0,beer crisp,1.0,beer victoria,1.0,terrac beer,1.0,divers beer,2
life beer,1.0,beer outstand,1.0,sig beer,1.0,size beerpong,1.0,exact beer,2
understand beer,1.0,notaddcharg beer,1.0,beer incred,1.0,beerpong dodgebal,1.0,beer part,2
duck beer,1.0,beer agre,1.0,beer flame,1.0,jenga beerpong,1.0,beer theme,2
park beer,1.0,beer everytim,1.0,beer light,1.0,beerpong tabl,1.0,beer blew,2
beer crap,1.0,frozen beer,1.0,beer premis,1.0,yeeeehaw beer,1.0,beer learn,2
notaddb beer,1.0,beer rememb,1.0,beer cooki,1.0,beer core,1.0,beer dart,2
reserv beer,1.0,tot beer,1.0,beer clam,1.0,modela beer,1.0,beer group,2
notaddfe beer,1.0,beer amber,1.0,beer sooo,1.0,beer btw,1.0,wide beer,2
elsewher beer,1.0,beer notaddthat,1.0,whiskey beer,1.0,bf beer,1.0,notaddmenu beer,2
bailey beer,1.0,right beer,1.0,beer band,1.0,beermosa tri,1.0,beer item,2
beer six,1.0,beer compt,1.0,beer horribl,1.0,peruvian beer,1.0,beer extens,2
lousi beer,1.0,smaller beer,1.0,beer gravi,1.0,beer practic,1.0,hef beer,2
tasteless beer,1.0,block beer,1.0,beer monday,1.0,beermosa includ,1.0,numer beer,2
beer hayyyi,1.0,go beerhaus,1.0,beer wonder,1.0,els beermosa,1.0,gem beer,2
beer machin,1.0,beer boyfriend,1.0,beer fiancé,1.0,beermosa would,1.0,read beer,2
promot beer,1.0,beer mind,1.0,beer draw,1.0,nonetheless beer,1.0,note beer,2
garden beer,1.0,notaddpric beer,1.0,unlimit beer,1.0,ici beer,1.0,beer tab,2
would beer,1.0,der beer,1.0,hydrat beer,1.0,beer notaddsnob,1.0,beer six,2
beer contrari,1.0,vom beer,1.0,beer overp,1.0,kiiiiind beer,1.0,queso beer,2
poster beer,1.0,true beer,1.0,beer st,1.0,dream beer,1.0,notaddal beer,2
beer anymor,1.0,judg beer,1.0,bacon beer,1.0,beer pacif,1.0,beer rather,2
quick beer,1.0,notaddreturn beer,1.0,beer lamb,1.0,notaddputt beer,1.0,beer soup,2
folk beer,1.0,notaddqu beer,1.0,beer mess,1.0,suggest beermosa,1.0,beer adult,2
beer abinbev,1.0,beer entre,1.0,stale beer,1.0,beermosa wow,1.0,beer boddington,2
