beer1,beer1freq,beer2,beer2freq,beer3,beer3freq,beer4,beer4freq,beer5,beer5freq
,,,,beer select mind,1.0,choos larg beer,1.0,help friend beer,1
,,,,bucket fri beer,1.0,larg beer option,1.0,friend beer invent,1
,,,,fri beer good,1.0,beer option get,1.0,beer invent balanc,1
,,,,beer good wait,1.0,beer refresh balanc,1.0,beer tri mix,1
,,,,bar serv beer,1.0,gave tip beer,1.0,size list beer,1
,,,,serv beer liquor,1.0,tip beer order,1.0,beer tap folk,1
,,,,beer liquor etc,1.0,beer order wtf,1.0,beer tap gave,1
,,,,glass get beer,1.0,pbr hous beer,1.0,place beer order,1
,,,,get beer instead,1.0,hous beer free,1.0,flight beer sandia,1
,,,,wine champagn beer,1.0,beer free punk,1.0,beer sandia watermelon,1
,,,,champagn beer ambianc,1.0,except solid beer,1.0,dtb great beer,1
,,,,beer ambianc nice,1.0,old chub beer,1.0,great beer get,1
,,,,game nice beer,1.0,chub beer colorado,1.0,beer get pint,1
,,,,beer select special,1.0,beer colorado give,1.0,enjoy darker beer,1
,,,,want snack beer,1.0,pretti generous beer,1.0,darker beer bartend,1
,,,,snack beer game,1.0,generous beer menu,1.0,taster beer also,1
,,,,beer game pop,1.0,peopl good beer,1.0,beer also sell,1
,,,,french brasseri beer,1.0,good beer els,1.0,popcorn compliment beer,1
,,,,brasseri beer notaddfocus,1.0,beer enthusiast tri,1.0,compliment beer order,1
,,,,beer notaddfocus notaddher,1.0,beer garden room,1.0,beer order dill,1
,,,,good beer terribl,1.0,great oyster beer,1.0,stop beer vega,1
,,,,got peroni beer,1.0,oyster beer went,1.0,beer vega want,1
,,,,peroni beer pretti,1.0,cocktail averag beer,1.0,class downstair beer,1
,,,,lambert rasberri beer,1.0,averag beer depend,1.0,downstair beer guy,1
,,,,rasberri beer tea,1.0,depend beer alcohol,1.0,beer guy behind,1
,,,,beer tea pros,1.0,beer alcohol expens,1.0,awesom chris beertend,1
,,,,bun lambert beer,1.0,price cold beer,1.0,chris beertend fantast,1
,,,,lambert beer good,1.0,check freebi beer,1.0,beertend fantast knowledg,1
,,,,beer good booth,1.0,freebi beer rememb,1.0,load draft beer,1
,,,,recommend good beer,1.0,beer rememb notaddif,1.0,beer like know,1
,,,,beer select microbrew,1.0,drink card beer,1.0,bf got beer,1
,,,,lame order beer,1.0,card beer cocktail,1.0,got beer noth,1
,,,,order beer bartend,1.0,beer cocktail notaddth,1.0,beer noth special,1
,,,,away san beer,1.0,occupi server beer,1.0,time talk beer,1
,,,,san beer frequent,1.0,server beer drank,1.0,talk beer brewer,1
,,,,beer frequent notaddyour,1.0,beer drank water,1.0,beer brewer realli,1
,,,,lose star beer,1.0,server attent beer,1.0,decid tast beer,1
,,,,beer price ask,1.0,attent beer water,1.0,tast beer although,1
,,,,bill come beer,1.0,beer water drop,1.0,beer although sinc,1
,,,,come beer burger,1.0,relax craft beer,1.0,beer would paid,1
,,,,beer burger alway,1.0,beer fan pretti,1.0,small glass beer,1
,,,,beer also happen,1.0,numer restaur beer,1.0,glass beer pour,1
,,,,one paticular beer,1.0,restaur beer liquor,1.0,beer pour tast,1
,,,,paticular beer order,1.0,beer liquor shop,1.0,craft beer happen,1
,,,,beer order end,1.0,locat tri beer,1.0,beer happen freemont,1
,,,,typic burger beer,1.0,tri beer tap,1.0,suggest ginger beer,1
,,,,beer place probabl,1.0,tap beer flight,1.0,ginger beer expos,1
,,,,creek dig beer,1.0,easili best beer,1.0,beer expos year,1
,,,,dig beer brand,1.0,beer vega grant,1.0,order gumbo beer,1
,,,,beer brand match,1.0,later luckili beer,1.0,beer brais rib,1
,,,,interior order beer,1.0,luckili beer time,1.0,add good beer,1
,,,,order beer yup,1.0,beer time later,1.0,beer list notaddexpens,1
,,,,beer yup beer,1.0,incred burger beer,1.0,bar expect beer,1
,,,,yup beer want,1.0,beer float natur,1.0,expect beer tri,1
,,,,downhil come beer,1.0,recommend beer brais,1.0,beer tri food,1
,,,,come beer great,1.0,notaddof notaddyet beer,1.0,fantast draft beer,1
,,,,beer great huge,1.0,notaddyet beer lol,1.0,beer cold crisp,1
,,,,wo notadddisappoint beer,1.0,beer lol devest,1.0,nice clean beer,1
,,,,notadddisappoint beer pong,1.0,flight surpris beer,1.0,clean beer line,1
,,,,nice bit beer,1.0,surpris beer pretti,1.0,beer line overal,1
,,,,bit beer flight,1.0,beer pretti tasti,1.0,yummi grapefruit beer,1
,,,,beer flight sampl,1.0,shot small beer,1.0,grapefruit beer get,1
,,,,craft beer craft,1.0,small beer quit,1.0,beer get everi,1
,,,,beer craft cocktail,1.0,beer quit pleas,1.0,beer special last,1
,,,,stick craft beer,1.0,stop quick beer,1.0,mini bottl beer,1
,,,,craft beer wine,1.0,quick beer two,1.0,bottl beer cute,1
,,,,beer wine craft,1.0,beer two food,1.0,beer cute though,1
,,,,fantast select beer,1.0,twice trip beer,1.0,food grapefruit beer,1
,,,,select beer mani,1.0,trip beer select,1.0,grapefruit beer continu,1
,,,,beer mani rare,1.0,fellow craft beer,1.0,beer continu come,1
,,,,probabl best beer,1.0,craft beer nut,1.0,us got beer,1
,,,,serv decent beer,1.0,beer nut hit,1.0,got beer us,1
,,,,decent beer oh,1.0,head full beer,1.0,beer us right,1
,,,,beer oh also,1.0,full beer watch,1.0,reason coupl beer,1
,,,,flaki thick beer,1.0,beer watch wallet,1.0,coupl beer meal,1
,,,,thick beer batter,1.0,draft beer price,1.0,beer meal tip,1
,,,,beer batter chip,1.0,beer price bottl,1.0,coupl beer serv,1
,,,,pint husband beer,1.0,price beer howev,1.0,spend bottl beer,1
,,,,husband beer cider,1.0,beer howev care,1.0,bottl beer call,1
,,,,beer cider flat,1.0,notaddm got beer,1.0,beer call drink,1
,,,,ws disappoint beer,1.0,got beer made,1.0,bread beer unicorn,1
,,,,staff good beer,1.0,ok beer cheap,1.0,beer unicorn amaz,1
,,,,stick drink beer,1.0,beer cheap nacho,1.0,unicorn amaz beer,1
,,,,beer select milk,1.0,select familiar beer,1.0,amaz beer yummi,1
,,,,list draught beer,1.0,familiar beer onion,1.0,bar solid beer,1
,,,,draught beer two,1.0,beer onion ring,1.0,coupl new beer,1
,,,,beer two friend,1.0,stand receiv beer,1.0,beer tri cocktail,1
,,,,go buddi beer,1.0,receiv beer wine,1.0,select beer methink,1
,,,,buddi beer get,1.0,hour beer server,1.0,beer methink often,1
,,,,beer get buzz,1.0,no problem beer,1.0,name favorit beer,1
,,,,typic order beer,1.0,problem beer awesom,1.0,beer food slight,1
,,,,order beer share,1.0,still visit beer,1.0,chess drink beer,1
,,,,beer share bar,1.0,visit beer give,1.0,drink beer general,1
,,,,key cocktail beer,1.0,wife two beer,1.0,beer general open,1
,,,,cocktail beer snack,1.0,two beer guacamol,1.0,drink favorit beer,1
,,,,beer snack alway,1.0,beer guacamol chip,1.0,favorit beer blackthorn,1
,,,,great knew beer,1.0,final stop beer,1.0,beer blackthorn ca,1
,,,,knew beer well,1.0,stop beer list,1.0,awesom grapefruit beer,1
,,,,beer well food,1.0,recent instal beer,1.0,grapefruit beer stiegl,1
,,,,chip averag beer,1.0,instal beer tap,1.0,beer stiegl refresh,1
,,,,averag beer selet,1.0,cold beer incred,1.0,friend beer great,1
,,,,beer selet nice,1.0,beer incred clam,1.0,explain differ beer,1
,,,,stick beer servic,1.0,coupl time beer,1.0,differ beer popcorn,1
,,,,beer servic overal,1.0,time beer bit,1.0,beer popcorn travel,1
,,,,best sweeti beer,1.0,notadddrink differ beer,1.0,zoo four beer,1
,,,,sweeti beer slider,1.0,beer food period,1.0,four beer two,1
,,,,beer slider alway,1.0,one beer cheap,1.0,beer two popcorn,1
,,,,block chees beer,1.0,beer cheap yet,1.0,good beer popcorn,1
,,,,chees beer good,1.0,mall howev beer,1.0,must serious beer,1
,,,,beer good cold,1.0,howev beer delici,1.0,serious beer make,1
,,,,back beer food,1.0,beer delici tri,1.0,beer make crank,1
,,,,beer food no,1.0,accustom pay beer,1.0,crank nice beer,1
,,,,larg varieti beer,1.0,pay beer concert,1.0,nice beer wife,1
,,,,varieti beer food,1.0,beer concert pretti,1.0,beer wife travel,1
,,,,bean chees beer,1.0,one beer wine,1.0,well flight beer,1
,,,,chees beer reason,1.0,eh root beer,1.0,flight beer like,1
,,,,beer reason look,1.0,root beer floar,1.0,beer like like,1
,,,,star great beer,1.0,beer floar fun,1.0,coffe infus beer,1
,,,,fri beer mayb,1.0,one beer cocktail,1.0,infus beer beer,1
,,,,beer mayb worst,1.0,beer cocktail follow,1.0,beer beer manag,1
,,,,pint beer lite,1.0,tip two beer,1.0,beer manag jalapeño,1
,,,,beer lite no,1.0,two beer hit,1.0,good beer check,1
,,,,go beer night,1.0,order bunch beer,1.0,like tap beer,1
,,,,refus serv beer,1.0,bunch beer wing,1.0,get beer pint,1
,,,,serv beer us,1.0,beer wing want,1.0,beer pint flight,1
,,,,beer us first,1.0,wing want beer,1.0,pint flight beer,1
,,,,good great beer,1.0,want beer select,1.0,flight beer popcorn,1
,,,,cent dollar beer,1.0,work weekend beer,1.0,beer popcorn tast,1
,,,,dollar beer wine,1.0,weekend beer pub,1.0,tast tray beer,1
,,,,saw lot beer,1.0,beer pub style,1.0,tray beer tast,1
,,,,lot beer consum,1.0,time lot beer,1.0,beer tast tray,1
,,,,beer consum also,1.0,lot beer sake,1.0,delici chocol beer,1
,,,,finish notaddthem beer,1.0,beer sake karaok,1.0,chocol beer rank,1
,,,,notaddthem beer list,1.0,board tabl beer,1.0,beer rank simpli,1
,,,,beer list multi,1.0,beer good nice,1.0,yay hug beer,1
,,,,tomb fantast beer,1.0,cold beer winner,1.0,hug beer drinker,1
,,,,fantast beer list,1.0,beer winner book,1.0,play cours beer,1
,,,,beer list tap,1.0,notaddserv notaddfault beer,1.0,varieti delici beer,1
,,,,go beer although,1.0,notaddfault beer cold,1.0,delici beer good,1
,,,,beer although get,1.0,beer tap would,1.0,wow beer select,1
,,,,around take beer,1.0,notaddloc great beer,1.0,forward check beer,1
,,,,beer order two,1.0,beer tap super,1.0,check beer enough,1
,,,,solid choic beer,1.0,solid compliment beer,1.0,beer enough servic,1
,,,,choic beer menu,1.0,compliment beer definit,1.0,check love beer,1
,,,,beer menu volum,1.0,beer definit spot,1.0,tabl even beer,1
,,,,price hookah beer,1.0,hope mexican beer,1.0,enjoy meal beer,1
,,,,hookah beer alcohol,1.0,mexican beer pop,1.0,meal beer bohemia,1
,,,,beer alcohol also,1.0,beer pop one,1.0,beer bohemia yes,1
,,,,margarita enjoy beer,1.0,anyway pacifico beer,1.0,beer cool owner,1
,,,,enjoy beer sit,1.0,pacifico beer pleas,1.0,town vega beer,1
,,,,rib bucket beer,1.0,beer pleas happi,1.0,vega beer vibe,1
,,,,beer buck deal,1.0,select beer unfortun,1.0,beer vibe peopl,1
,,,,great carri beer,1.0,beer unfortun notaddtim,1.0,one draft beer,1
,,,,carri beer overal,1.0,tapa also beer,1.0,draft beer tour,1
,,,,beer overal fun,1.0,beer wine this,1.0,beer tour beer,1
,,,,nice japanes beer,1.0,coupl beer waborita,1.0,tour beer freezer,1
,,,,japanes beer reserv,1.0,beer waborita excel,1.0,beer freezer select,1
,,,,beer reserv came,1.0,cake root beer,1.0,drink day beer,1
,,,,pizza great beer,1.0,sorbet root beer,1.0,day beer game,1
,,,,beer good tabl,1.0,scoop rice beer,1.0,beer game card,1
,,,,gold lot beer,1.0,rice beer help,1.0,stop delic beer,1
,,,,batch pt beer,1.0,beer help unbear,1.0,delic beer week,1
,,,,pt beer avail,1.0,sinc full beer,1.0,beer week staff,1
,,,,beer avail notaddyet,1.0,full beer rice,1.0,dessert coffe beer,1
,,,,top least beer,1.0,beer rice box,1.0,beer wine sparkl,1
,,,,least beer choos,1.0,taco cheap beer,1.0,brought tast beer,1
,,,,beer choos still,1.0,cheap beer everi,1.0,tast beer kinda,1
,,,,still burger beer,1.0,beer everi friday,1.0,beer kinda like,1
,,,,burger beer buck,1.0,tap tabl beer,1.0,beer draft delici,1
,,,,beer buck plus,1.0,tabl beer happen,1.0,best pepper beer,1
,,,,frank order beer,1.0,beer happen thing,1.0,pepper beer ever,1
,,,,order beer guin,1.0,happen thing beer,1.0,beer ever appreci,1
,,,,beer guin exact,1.0,thing beer quit,1.0,beer banger definit,1
,,,,also love beer,1.0,beer quit notaddmi,1.0,busi good beer,1
,,,,drink beer hous,1.0,stick serv beer,1.0,beer tri one,1
,,,,beer hous champagn,1.0,think made beer,1.0,one seri beer,1
,,,,experi take beer,1.0,made beer chees,1.0,seri beer groupon,1
,,,,take beer go,1.0,must id beer,1.0,beer groupon goe,1
,,,,beer go cuz,1.0,id beer bar,1.0,time beer pong,1
,,,,special typic beer,1.0,beer bar requir,1.0,beer pong beer,1
,,,,typic beer menu,1.0,hour beer score,1.0,pong beer happi,1
,,,,beer menu noth,1.0,beer score els,1.0,vega lot beer,1
,,,,caramel browni beer,1.0,cheap beer listen,1.0,lot beer pong,1
,,,,browni beer cost,1.0,beer listen punk,1.0,love beer dbt,1
,,,,beer cost got,1.0,choic decent beer,1.0,beer dbt brown,1
,,,,beer someth simpl,1.0,fresh bake beer,1.0,servic knowledg beer,1
,,,,absolut attract beer,1.0,bake beer chees,1.0,knowledg beer point,1
,,,,attract beer junki,1.0,pick excel beer,1.0,beer point definit,1
,,,,beer junki live,1.0,excel beer tri,1.0,surpris this beer,1
,,,,must craft beer,1.0,beer tri spot,1.0,this beer great,1
,,,,order beer straight,1.0,skeptic right beer,1.0,beer great compliment,1
,,,,beer straight shot,1.0,right beer coupl,1.0,oz portion beer,1
,,,,napa ca beer,1.0,beer coupl cocktail,1.0,portion beer figur,1
,,,,ca beer tri,1.0,cold beer visit,1.0,beer figur turn,1
,,,,meat brais beer,1.0,beer visit friend,1.0,competit pray beer,1
,,,,brais beer super,1.0,strawberri ginger beer,1.0,pray beer god,1
,,,,beer super tender,1.0,beer float best,1.0,beer god jack,1
,,,,good beer cheap,1.0,top game beer,1.0,flavor bun beer,1
,,,,beer cheap las,1.0,free bottl beer,1.0,bun beer select,1
,,,,peopl swore beer,1.0,notaddfor notaddbreakfast beer,1.0,basil kombucha beer,1
,,,,swore beer much,1.0,notaddbreakfast beer ice,1.0,kombucha beer mango,1
,,,,beer much benefit,1.0,excrement etc beer,1.0,beer mango ginger,1
,,,,earth notaddshatt beer,1.0,etc beer though,1.0,ginger kombucha beer,1
,,,,notaddshatt beer select,1.0,beer though compar,1.0,kombucha beer tap,1
,,,,flask pound beer,1.0,still draft beer,1.0,beer tap crisp,1
,,,,pound beer elev,1.0,draft beer need,1.0,averag price beer,1
,,,,beer elev ride,1.0,beer need colder,1.0,price beer cocktail,1
,,,,beer cold jukebox,1.0,colder bottl beer,1.0,beer cocktail never,1
,,,,littl true beer,1.0,bottl beer pretti,1.0,bucket draft beer,1
,,,,true beer realli,1.0,beer pretti cold,1.0,stella artoi beer,1
,,,,beer realli want,1.0,draft beer liter,1.0,artoi beer cocktail,1
,,,,two beer alway,1.0,beer liter kirin,1.0,notaddfood beer place,1
,,,,beer alway given,1.0,palazzo grab beer,1.0,beer place expect,1
,,,,draft beer got,1.0,grab beer public,1.0,food menu beer,1
,,,,beer got pint,1.0,beer public hous,1.0,menu beer good,1
,,,,wine select beer,1.0,hous great beer,1.0,beer good surpris,1
,,,,navel cheerlead beer,1.0,great beer place,1.0,meh orang beer,1
,,,,cheerlead beer spici,1.0,beer place filipino,1.0,orang beer odd,1
,,,,beer spici thai,1.0,see good beer,1.0,beer odd bitter,1
,,,,convers extens beer,1.0,beer select sampler,1.0,cocktail beer varieti,1
,,,,beer list magic,1.0,choic beer dark,1.0,beer varieti chimney,1
,,,,beer food mean,1.0,beer dark tap,1.0,flight beer tri,1
,,,,fri fine beer,1.0,wine two beer,1.0,beer tri multipl,1
,,,,fine beer list,1.0,two beer delici,1.0,multipl differ beer,1
,,,,want great beer,1.0,beer delici mix,1.0,best beer lv,1
,,,,beer tri taj,1.0,beer live dj,1.0,beer lv nuff,1
,,,,citi offer beer,1.0,mixologist extens beer,1.0,monday fair beer,1
,,,,offer beer would,1.0,beer select patio,1.0,fair beer select,1
,,,,beer would expect,1.0,steak fantast beer,1.0,tri varieti beer,1
,,,,two thing beer,1.0,price pay beer,1.0,varieti beer brew,1
,,,,thing beer deal,1.0,pay beer food,1.0,vega beer festiv,1
,,,,beer deal trivia,1.0,wine beer hard,1.0,beer festiv final,1
,,,,trivia drink beer,1.0,beer hard work,1.0,friend talk beer,1
,,,,drink beer restaur,1.0,american dish beer,1.0,talk beer beer,1
,,,,beer restaur notaddmust,1.0,dish beer among,1.0,beer beer local,1
,,,,comp his beer,1.0,beer among hustl,1.0,beer local favorit,1
,,,,beer nice fyi,1.0,asid food beer,1.0,vega grow beer,1
,,,,tri lagunita beer,1.0,plate share rootbeer,1.0,grow beer cultur,1
,,,,lagunita beer like,1.0,share rootbeer float,1.0,beer cultur banger,1
,,,,beer like first,1.0,rootbeer float warm,1.0,find stash beer,1
,,,,custom server beer,1.0,thing plate rootbeer,1.0,stash beer downsid,1
,,,,server beer flight,1.0,plate rootbeer float,1.0,beer downsid get,1
,,,,beer flight whiskey,1.0,rootbeer float spici,1.0,buffalo anyth beer,1
,,,,price well beer,1.0,notaddthem solid beer,1.0,anyth beer answer,1
,,,,well beer glass,1.0,great beer happen,1.0,beer answer pair,1
,,,,truffl extens beer,1.0,beer happen vega,1.0,cauliflow decid beer,1
,,,,extens beer wine,1.0,pool beer enjoy,1.0,decid beer flavor,1
,,,,wine list beer,1.0,beer enjoy vibe,1.0,beer flavor sierra,1
,,,,list beer micro,1.0,better expect beer,1.0,beer get entertain,1
,,,,beer micro breweri,1.0,expect beer list,1.0,ginger beer thyme,1
,,,,anoth bring rootbeer,1.0,taco along beer,1.0,beer thyme yum,1
,,,,bring rootbeer burger,1.0,along beer order,1.0,beer small pool,1
,,,,rootbeer burger came,1.0,beer order inexpens,1.0,beer no slot,1
,,,,pitcher beer think,1.0,gorgeous mayb beer,1.0,thing beer enjoy,1
,,,,beer think hef,1.0,mayb beer goggl,1.0,beer enjoy select,1
,,,,this ok beer,1.0,beer goggl whatev,1.0,better flight beer,1
,,,,friend went beer,1.0,notaddfri huge beer,1.0,flight beer show,1
,,,,went beer tri,1.0,huge beer serv,1.0,beer show infus,1
,,,,beer tri bit,1.0,beer serv tap,1.0,breweri special beer,1
,,,,tri bit beer,1.0,includ bottl beer,1.0,special beer tri,1
,,,,beer sampler definit,1.0,beer bar downsid,1.0,beer tri excel,1
,,,,deal beer good,1.0,nut start beer,1.0,help beer realli,1
,,,,beer good like,1.0,start beer end,1.0,total run beer,1
,,,,instead lot beer,1.0,beer end share,1.0,run beer use,1
,,,,made rye beer,1.0,ambianc fanci beer,1.0,beer use pretti,1
,,,,rye beer batter,1.0,fanci beer food,1.0,tri beer tuesday,1
,,,,fireston walker beer,1.0,beer food ton,1.0,beer tuesday growler,1
,,,,walker beer nice,1.0,tasti combin beer,1.0,beer meal staff,1
,,,,love irish beer,1.0,combin beer great,1.0,fusion restaur beer,1
,,,,irish beer this,1.0,hour got beer,1.0,restaur beer soju,1
,,,,beer this darkest,1.0,got beer price,1.0,beer soju order,1
,,,,one ever beer,1.0,beer price got,1.0,got rid beer,1
,,,,ever beer special,1.0,premium drink beer,1.0,rid beer tap,1
,,,,beer special everi,1.0,knew his beer,1.0,beer tap search,1
,,,,non irish beer,1.0,his beer definit,1.0,nice beer great,1
,,,,irish beer back,1.0,beer definit come,1.0,beer great detest,1
,,,,beer back food,1.0,bar root beer,1.0,american light beer,1
,,,,bad decent beer,1.0,beer float vanilla,1.0,beer went first,1
,,,,beer select mandalay,1.0,beer float milk,1.0,staff passion beer,1
,,,,sens either beer,1.0,sammi red beer,1.0,passion beer everi,1
,,,,either beer special,1.0,red beer good,1.0,beer everi singl,1
,,,,beer special offer,1.0,skirt steak beer,1.0,singl question beer,1
,,,,good beer eat,1.0,steak beer marinad,1.0,question beer flavor,1
,,,,beer eat good,1.0,beer marinad drunken,1.0,beer flavor profil,1
,,,,got foam beer,1.0,beer tap notaddimpress,1.0,colleg firebal beer,1
,,,,foam beer teach,1.0,beer cocktail occasion,1.0,firebal beer pong,1
,,,,beer teach mcmullan,1.0,also domest beer,1.0,beer pong nonsens,1
,,,,loyal patron beer,1.0,domest beer bartend,1.0,beer like poke,1
,,,,patron beer comp,1.0,ad atmospher beer,1.0,ask like beer,1
,,,,beer comp beer,1.0,soda tea beer,1.0,like beer answer,1
,,,,comp beer shot,1.0,tea beer etc,1.0,beer answer yes,1
,,,,beer shot discount,1.0,beer etc also,1.0,citizen like beer,1
,,,,someth buck beer,1.0,excel local beer,1.0,like beer need,1
,,,,buck beer bought,1.0,local beer awesom,1.0,beer need get,1
,,,,beer bought lot,1.0,ginger beer wild,1.0,beer favorit men,1
,,,,bought lot beer,1.0,beer wild turkey,1.0,craft beer expand,1
,,,,lot beer return,1.0,got yes beer,1.0,beer expand got,1
,,,,beer return new,1.0,yes beer drinker,1.0,flight beer enjoy,1
,,,,size martini beer,1.0,beer drinker hello,1.0,back see beer,1
,,,,martini beer less,1.0,domest beer food,1.0,see beer next,1
,,,,beer less expens,1.0,beer food outstand,1.0,star along beer,1
,,,,like beer way,1.0,special plus beer,1.0,along beer cours,1
,,,,beer way describ,1.0,beer tap guac,1.0,food beer custom,1
,,,,pm domest beer,1.0,oz glass beer,1.0,comp appet beer,1
,,,,domest beer sure,1.0,glass beer oz,1.0,appet beer save,1
,,,,beer sure notaddabout,1.0,beer oz ask,1.0,beer save felt,1
,,,,includ import beer,1.0,mani tvs beer,1.0,philli draft beer,1
,,,,import beer no,1.0,spoil come beer,1.0,minut get beer,1
,,,,beer no longer,1.0,beer garden realli,1.0,get beer notaddbad,1
,,,,notaddmenu beer go,1.0,cocktail cold beer,1.0,beer notaddbad notaddat,1
,,,,two two beer,1.0,cold beer wrap,1.0,stapl incred beer,1
,,,,two beer boston,1.0,beer wrap nostalg,1.0,beer select knowledg,1
,,,,beer boston brown,1.0,plastic cup beer,1.0,use fresh beer,1
,,,,away free beer,1.0,cup beer omg,1.0,fresh beer beef,1
,,,,free beer annoy,1.0,beer omg without,1.0,beer beef whiskey,1
,,,,beer annoy pay,1.0,tray assort beer,1.0,type beer huge,1
,,,,intrigu select beer,1.0,assort beer cocktail,1.0,select beer mention,1
,,,,select beer extens,1.0,beer cocktail mmm,1.0,beer mention waiter,1
,,,,beer extens noth,1.0,chip fair beer,1.0,guy follow beer,1
,,,,back music beer,1.0,fair beer select,1.0,follow beer guy,1
,,,,music beer guy,1.0,tabl person beer,1.0,beer guy kept,1
,,,,beer guy suit,1.0,person beer tap,1.0,beer vega lot,1
,,,,well ok beer,1.0,beer tap amus,1.0,choic beer general,1
,,,,ok beer time,1.0,alway keep beer,1.0,beer general get,1
,,,,beer time thank,1.0,beer full food,1.0,ok mani beer,1
,,,,boredom half beer,1.0,favorit soup beer,1.0,beer tap notaddment,1
,,,,half beer two,1.0,soup beer chees,1.0,assur need beer,1
,,,,beer two inning,1.0,decent vega beer,1.0,beer put fire,1
,,,,advertis drink beer,1.0,vega beer crowd,1.0,wine one beer,1
,,,,beer cocktail ca,1.0,beer crowd size,1.0,beer one ice,1
,,,,hype rate beer,1.0,snob decent beer,1.0,knowledg sampl beer,1
,,,,rate beer select,1.0,decent beer collect,1.0,sampl beer see,1
,,,,bun fri beer,1.0,beer collect good,1.0,beer see one,1
,,,,fri beer wish,1.0,beer well fun,1.0,show nickel beer,1
,,,,beer wish best,1.0,price drink beer,1.0,beer night danni,1
,,,,best gf beer,1.0,drink beer like,1.0,whiskey attic beer,1
,,,,gf beer world,1.0,beer like wine,1.0,attic beer fridg,1
,,,,beer world harvest,1.0,spot beer fun,1.0,beer fridg wonder,1
,,,,burger bar beer,1.0,local beer sin,1.0,clean good beer,1
,,,,bar beer good,1.0,beer drink shop,1.0,tonic beer bartend,1
,,,,great beer notaddseafood,1.0,although choic beer,1.0,katelyn pour beer,1
,,,,beer notaddseafood notaddand,1.0,choic beer fair,1.0,pour beer answer,1
,,,,notaddanyth nice beer,1.0,beer fair decent,1.0,beer answer everi,1
,,,,beer list enjoy,1.0,grab beer keep,1.0,question respect beer,1
,,,,burger rasberri beer,1.0,beer keep wander,1.0,respect beer fulli,1
,,,,rasberri beer float,1.0,tri beer lover,1.0,beer fulli rock,1
,,,,long enjoy beer,1.0,beer lover strip,1.0,quick beer friend,1
,,,,enjoy beer float,1.0,beer finish his,1.0,beer friend environ,1
,,,,beer float yummi,1.0,his beer food,1.0,tell type beer,1
,,,,came quick beer,1.0,drank water beer,1.0,beer like find,1
,,,,quick beer mug,1.0,water beer littl,1.0,near strip beer,1
,,,,beer mug kept,1.0,tip expect beer,1.0,strip beer connoisseur,1
,,,,core gastropub beer,1.0,expect beer bit,1.0,beer connoisseur great,1
,,,,gastropub beer weak,1.0,beer bit much,1.0,everyth includ beer,1
,,,,beer weak select,1.0,beer select jacquelin,1.0,includ beer imposs,1
,,,,microbrew craft beer,1.0,ny great beer,1.0,beer imposs find,1
,,,,craft beer pbr,1.0,delici way beer,1.0,unibrou anniversari beer,1
,,,,beer pbr werewolf,1.0,way beer great,1.0,stogi local beer,1
,,,,need better beer,1.0,beer great burger,1.0,beer recommend price,1
,,,,beer select stuff,1.0,like beer wine,1.0,us talk beer,1
,,,,option includ beer,1.0,cadillac screwdriv beer,1.0,talk beer event,1
,,,,includ beer well,1.0,screwdriv beer special,1.0,beer event also,1
,,,,beer well spirit,1.0,beer special basic,1.0,also chang beer,1
,,,,spear chip beer,1.0,special basic beer,1.0,chang beer get,1
,,,,beer batter crispi,1.0,basic beer first,1.0,beer get notaddbor,1
,,,,drink husband beer,1.0,bartend fun beer,1.0,beer made notaddmi,1
,,,,husband beer went,1.0,tina great beer,1.0,order full beer,1
,,,,beer went sommeli,1.0,beer nice chang,1.0,full beer tour,1
,,,,brew beer disappoint,1.0,octob fest beer,1.0,beer tour guid,1
,,,,beer disappoint especi,1.0,fest beer quaint,1.0,amaz this beer,1
,,,,fresh glass beer,1.0,beer quaint place,1.0,this beer coffe,1
,,,,plate coupl beer,1.0,play stuck beer,1.0,lot beer fun,1
,,,,coupl beer half,1.0,stuck beer whole,1.0,beer menu hand,1
,,,,ad chunk beer,1.0,beer whole weekend,1.0,like woah beer,1
,,,,chunk beer hamachi,1.0,bottl along beer,1.0,woah beer tap,1
,,,,beer hamachi horribl,1.0,along beer cours,1.0,beer tap music,1
,,,,burger larg beer,1.0,beer cours wedg,1.0,import aspect beer,1
,,,,larg beer list,1.0,menu choic beer,1.0,aspect beer phenomen,1
,,,,beer list waitress,1.0,beer food disappoint,1.0,beer phenomen boyfriend,1
,,,,hous decent beer,1.0,went champagn beer,1.0,liter best beer,1
,,,,decent beer draft,1.0,champagn beer budget,1.0,beer ever time,1
,,,,beer draft pull,1.0,beer budget great,1.0,describ us beer,1
,,,,high amaz beer,1.0,beer local around,1.0,beer suggest breweri,1
,,,,menu dedic beer,1.0,night opt beer,1.0,servic uniqu beer,1
,,,,dedic beer choic,1.0,opt beer whiskey,1.0,uniqu beer find,1
,,,,beer choic around,1.0,beer whiskey adult,1.0,beer find morn,1
,,,,drink hite beer,1.0,sour saturday beer,1.0,find beer go,1
,,,,food beer this,1.0,saturday beer event,1.0,awesom beer took,1
,,,,along flight beer,1.0,beer event first,1.0,beer took tour,1
,,,,flight beer ca,1.0,beer wall bacon,1.0,blast love beer,1
,,,,speed lot beer,1.0,draft beer notaddpricey,1.0,love beer show,1
,,,,beer tap bartend,1.0,beer notaddpricey power,1.0,beer show definit,1
,,,,deep fri beer,1.0,slotzilla pop beer,1.0,hefe amaz beer,1
,,,,fri beer batter,1.0,pop beer garden,1.0,amaz beer also,1
