AcceptsInsurance,AgesAllowed,Alcohol,Ambience,BYOB,BYOBCorkage,BestNights,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking,ByAppointmentOnly,Caters,CoatCheck,Corkage,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal,HappyHour,HasTV,Music,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsCounterService,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi,background_music,breakfast,brunch,casual,classy,dairy-free,dessert,dinner,divey,dj,garage,gluten-free,halal,hipster,intimate,jukebox,karaoke,kosher,latenight,live,lot,lunch,no_music,romantic,soy-free,street,touristy,trendy,upscale,valet,validated,vegan,vegetarian,video,business_id,categories,city,is_open,latitude,longitude,name,postal_code,state,hours,FridayOPEN,MondayOPEN,SaturdayOPEN,SundayOPEN,ThursdayOPEN,TuesdayOPEN,WednesdayOPEN,FridayCOLSED,MondayCOLSED,SaturdayCOLSED,SundayCOLSED,ThursdayCOLSED,TuesdayCOLSED,WednesdayCOLSED,stars
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,FALSE,unknown,TRUE,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,FALSE,unknown,unknown,FALSE,TRUE,unknown,'average',unknown,FALSE,unknown,unknown,unknown,TRUE,2,FALSE,unknown,unknown,yes,unknown,'no',TRUE,unknown,unknown,TRUE,FALSE,unknown,unknown,unknown,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,unknown,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,81555,"Nightlife, Bars",Las Vegas,1,36.11625855,-115.1741299,Alto Bar,89109,NV,"{'Monday': '10:0-2:0', 'Tuesday': '10:0-2:0', 'Wednesday': '10:0-2:0', 'Thursday': '10:0-2:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-2:0'}",10:00,10:00,10:00,10:00,10:00,10:00,10:00,02:00,02:00,02:00,02:00,02:00,02:00,02:00,2.925925926
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,'casual',unknown,unknown,TRUE,1,unknown,unknown,unknown,unknown,unknown,'free',unknown,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,unknown,FALSE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,unknown,31073,"American (New), Nightlife, Restaurants, Sports Bars, Bars",Las Vegas,0,36.1323067,-115.1947193,Tequila Shack,89102,NV,"{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-3:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-2:0'}",11:00,11:00,11:00,11:00,11:00,11:00,11:00,03:00,02:00,03:00,02:00,02:00,02:00,03:00,2.333333333
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,FALSE,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,'very_loud',unknown,FALSE,unknown,unknown,unknown,TRUE,2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,unknown,FALSE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,FALSE,unknown,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,unknown,unknown,unknown,100067,"Adult Entertainment, Hookah Bars, Nightlife, Dance Clubs, Bars",Las Vegas,0,36.106883,-115.186095,Oracle Nightclub,89103,NV,,,,,,,,,,,,,,,,3.138888889
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,unknown,TRUE,FALSE,unknown,unknown,unknown,FALSE,TRUE,unknown,TRUE,TRUE,unknown,'average',unknown,FALSE,'casual',unknown,FALSE,TRUE,2,FALSE,TRUE,TRUE,no,TRUE,'free',FALSE,FALSE,FALSE,TRUE,FALSE,unknown,TRUE,TRUE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,unknown,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,127132,"Bars, Pizza, Italian, Sandwiches, Nightlife, Restaurants",Las Vegas,1,36.1017245,-115.3144094,Anna Marie's Italian Cuisine,89147,NV,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",16:00,00:00,11:00,11:00,16:00,16:00,16:00,22:00,00:00,22:00,22:00,22:00,22:00,22:00,4.166666667
unknown,unknown,'beer_and_wine',unknown,unknown,unknown,unknown,FALSE,unknown,TRUE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,TRUE,unknown,TRUE,TRUE,unknown,'average',unknown,FALSE,'casual',unknown,FALSE,TRUE,2,TRUE,TRUE,TRUE,no,TRUE,'no',unknown,FALSE,FALSE,TRUE,FALSE,unknown,TRUE,TRUE,FALSE,FALSE,FALSE,unknown,unknown,TRUE,FALSE,unknown,unknown,unknown,TRUE,unknown,FALSE,TRUE,unknown,FALSE,unknown,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,unknown,unknown,unknown,133837,"Restaurants, Thai, Food, Nightlife, Bars, Desserts, Wine Bars",Las Vegas,0,36.1261759,-115.1909378,Chada Street,89102,NV,"{'Tuesday': '17:0-3:0', 'Wednesday': '17:0-3:0', 'Thursday': '17:0-3:0', 'Friday': '17:0-3:0', 'Saturday': '17:0-3:0', 'Sunday': '17:0-3:0'}",17:00,,17:00,17:00,17:00,17:00,17:00,03:00,,03:00,03:00,03:00,03:00,03:00,4.075376884
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,TRUE,unknown,'average',unknown,FALSE,'casual',unknown,FALSE,TRUE,3,TRUE,TRUE,TRUE,unknown,TRUE,'free',unknown,FALSE,FALSE,TRUE,FALSE,unknown,FALSE,TRUE,FALSE,unknown,TRUE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,unknown,FALSE,FALSE,unknown,FALSE,unknown,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,unknown,unknown,unknown,118913,"Restaurants, Bars, American (New), Nightlife, Comfort Food",Las Vegas,1,36.11685782,-115.174324,Searsucker,89109,NV,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-0:0', 'Wednesday': '17:0-23:0', 'Thursday': '16:0-23:0', 'Friday': '17:0-0:0', 'Saturday': '17:0-0:0', 'Sunday': '11:0-0:0'}",17:00,00:00,17:00,11:00,16:00,17:00,17:00,00:00,00:00,00:00,00:00,23:00,00:00,23:00,3.955128205
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,'average',unknown,TRUE,'casual',unknown,FALSE,TRUE,2,TRUE,unknown,TRUE,unknown,unknown,'free',unknown,unknown,unknown,TRUE,FALSE,unknown,unknown,unknown,FALSE,unknown,FALSE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,unknown,454,"Hotels, Bars, Restaurants, Event Planning & Services, Hotels & Travel, Nightlife",Las Vegas,0,36.1607777,-115.2914104,Hotel California Restaurant and Cantina,89145,NV,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-23:0'}",11:00,11:00,11:00,11:00,11:00,11:00,11:00,02:00,23:00,02:00,23:00,23:00,23:00,23:00,2.416666667
unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,'casual',unknown,FALSE,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,117692,"Restaurants, Bars, Nightlife, Lounges",Las Vegas,0,36.1299863,-115.0905569,Cavalier Lounge & Restaurant,89121,NV,,,,,,,,,,,,,,,,4
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,TRUE,unknown,'average',unknown,FALSE,'casual',unknown,FALSE,TRUE,2,TRUE,unknown,TRUE,unknown,unknown,'free',unknown,unknown,unknown,TRUE,FALSE,unknown,unknown,unknown,FALSE,unknown,FALSE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,unknown,102378,"Bars, Burgers, Lounges, Nightlife, Restaurants, Sandwiches",Las Vegas,0,36.0671344,-115.2510426,BJ's Cocktail Lounge West,89113,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",00:00,00:00,00:00,00:00,00:00,00:00,,00:00,00:00,00:00,00:00,00:00,00:00,,4.131578947
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,FALSE,FALSE,TRUE,unknown,unknown,unknown,FALSE,unknown,FALSE,unknown,TRUE,FALSE,unknown,TRUE,TRUE,unknown,'average',unknown,TRUE,unknown,unknown,unknown,TRUE,2,TRUE,unknown,unknown,unknown,unknown,'free',FALSE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,TRUE,TRUE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,unknown,FALSE,FALSE,unknown,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,unknown,unknown,FALSE,97922,"Arts & Entertainment, Bars, Hotels, Hotels & Travel, Nightlife, Casinos, Event Planning & Services, Lounges",Las Vegas,1,36.14268573,-115.1571914,SLS Las Vegas,89109,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,2.91136141
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,FALSE,FALSE,unknown,unknown,TRUE,unknown,'average',unknown,FALSE,'casual',unknown,TRUE,TRUE,2,FALSE,unknown,TRUE,unknown,unknown,'free',FALSE,FALSE,FALSE,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,TRUE,FALSE,unknown,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,162303,"Coffee & Tea, Pizza, Sports Bars, Restaurants, Bars, Nightlife, Food, Lounges, Wine Bars, Italian",Las Vegas,0,36.1294227,-115.1424913,Midtown,89109,NV,"{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-2:0', 'Saturday': '16:0-2:0', 'Sunday': '16:0-0:0'}",16:00,16:00,16:00,16:00,16:00,16:00,16:00,02:00,00:00,02:00,00:00,00:00,00:00,00:00,3.645833333
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,'very_loud',unknown,FALSE,unknown,unknown,unknown,TRUE,1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,159375,"Music Venues, Dive Bars, Nightlife, Arts & Entertainment, Bars",Las Vegas,0,36.0992176,-115.1096599,Divebar,89121,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,3.608695652
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,FALSE,'casual',unknown,FALSE,TRUE,3,TRUE,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,86983,"Nightlife, Karaoke, Szechuan, Restaurants, Chinese, Breakfast & Brunch, Bars",Las Vegas,0,36.1277185,-115.2240628,Forbes KTV Restaurant & Bar,89146,NV,,,,,,,,,,,,,,,,3.6
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,FALSE,unknown,TRUE,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,FALSE,unknown,unknown,TRUE,TRUE,unknown,'loud',unknown,TRUE,unknown,unknown,unknown,TRUE,2,FALSE,unknown,unknown,yes,TRUE,'free',unknown,unknown,unknown,TRUE,FALSE,unknown,unknown,unknown,FALSE,FALSE,TRUE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,FALSE,unknown,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,unknown,unknown,unknown,192530,"Nightlife, Cocktail Bars, Bars",Las Vegas,1,36.112272,-115.1727964,Fuel Bar,89109,NV,"{'Monday': '10:0-3:0', 'Tuesday': '10:0-3:0', 'Wednesday': '10:0-3:0', 'Thursday': '10:0-3:0', 'Friday': '10:0-3:0', 'Saturday': '10:0-3:0', 'Sunday': '10:0-3:0'}",10:00,10:00,10:00,10:00,10:00,10:00,10:00,03:00,03:00,03:00,03:00,03:00,03:00,03:00,4.583333333
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,TRUE,2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,17393,"Nightlife, Bars, Hookah Bars",Las Vegas,0,36.1155934,-115.1414363,Puff Lounge,89119,NV,,,,,,,,,,,,,,,,3.142857143
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,TRUE,FALSE,unknown,TRUE,TRUE,unknown,'loud',unknown,FALSE,unknown,unknown,unknown,TRUE,1,FALSE,unknown,unknown,yes,unknown,'no',FALSE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,TRUE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,unknown,TRUE,TRUE,unknown,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,34922,"Bars, Music Venues, Dive Bars, Nightlife, Arts & Entertainment",Las Vegas,1,36.10550006,-115.1499809,Double Down Saloon,89109,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,4.391791045
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,unknown,TRUE,FALSE,unknown,FALSE,unknown,FALSE,FALSE,unknown,TRUE,TRUE,unknown,'average',unknown,TRUE,'casual',unknown,FALSE,TRUE,2,TRUE,TRUE,TRUE,yes,TRUE,'free',FALSE,FALSE,FALSE,TRUE,FALSE,unknown,FALSE,TRUE,FALSE,FALSE,TRUE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,unknown,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,unknown,unknown,FALSE,54572,"Bars, Comfort Food, American (Traditional), Nightlife, Restaurants, Italian, American (New), Steakhouses",Las Vegas,1,36.117683,-115.171248,Off The Strip at the LINQ,89109,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,3.737327189
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,FALSE,unknown,TRUE,TRUE,unknown,'average',unknown,FALSE,'casual',unknown,FALSE,TRUE,2,FALSE,unknown,TRUE,unknown,unknown,'no',FALSE,unknown,unknown,TRUE,FALSE,unknown,unknown,unknown,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,TRUE,unknown,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,72461,"Pubs, Nightlife, Breweries, Bars, Food, Casinos, Restaurants, American (Traditional), Arts & Entertainment",Las Vegas,1,36.206703,-115.2683393,Village Pub & Poker,89128,NV,"{'Monday': '6:0-6:0', 'Tuesday': '6:0-6:0', 'Wednesday': '6:0-6:0', 'Thursday': '6:0-6:0', 'Friday': '6:0-6:0', 'Saturday': '6:0-6:0', 'Sunday': '6:0-6:0'}",06:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00,3.504273504
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,FALSE,TRUE,unknown,unknown,TRUE,FALSE,unknown,FALSE,unknown,FALSE,FALSE,unknown,TRUE,TRUE,unknown,'average',unknown,FALSE,'casual',unknown,TRUE,TRUE,2,FALSE,TRUE,TRUE,yes,TRUE,'free',unknown,FALSE,FALSE,FALSE,FALSE,unknown,FALSE,TRUE,FALSE,unknown,FALSE,unknown,unknown,FALSE,FALSE,TRUE,unknown,unknown,FALSE,unknown,TRUE,TRUE,unknown,FALSE,unknown,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,unknown,135285,"Restaurants, Italian, Sports Bars, Bars, Pizza, American (New), Nightlife",Las Vegas,0,36.0754996,-115.1012465,Naked City Tavern,89120,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,3.75308642
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,FALSE,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,TRUE,unknown,TRUE,TRUE,unknown,unknown,unknown,TRUE,'casual',unknown,FALSE,TRUE,2,FALSE,unknown,TRUE,unknown,unknown,'no',unknown,TRUE,TRUE,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,unknown,unknown,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,unknown,unknown,TRUE,unknown,FALSE,unknown,unknown,FALSE,FALSE,FALSE,unknown,unknown,unknown,unknown,unknown,68440,"Food, Bars, Nightlife, Restaurants, American (New)",Las Vegas,1,36.09033437,-115.1754016,Beach Bar & Grill,89119,NV,,,,,,,,,,,,,,,,3.294117647
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,FALSE,unknown,unknown,TRUE,TRUE,unknown,'average',unknown,TRUE,unknown,unknown,unknown,TRUE,2,FALSE,unknown,unknown,yes,unknown,'no',FALSE,unknown,unknown,TRUE,FALSE,unknown,unknown,unknown,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,TRUE,unknown,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,154662,"Bars, Irish Pub, Restaurants, Nightlife",Las Vegas,1,35.9731434,-115.1821536,Sean Patrick's Pub,89141,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,3.655172414
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,TRUE,unknown,'average',unknown,TRUE,'casual',unknown,FALSE,TRUE,2,TRUE,unknown,TRUE,unknown,unknown,'no',FALSE,FALSE,FALSE,TRUE,FALSE,unknown,TRUE,TRUE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,141592,"Nightlife, American (New), Restaurants, Wine Bars, American (Traditional), Burgers, Bars",Las Vegas,1,36.1448718,-115.2023475,TGI Fridays,89102,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,2.509009009
unknown,unknown,'beer_and_wine',unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,unknown,FALSE,unknown,unknown,unknown,FALSE,unknown,TRUE,unknown,unknown,TRUE,unknown,'average',unknown,FALSE,'casual',unknown,FALSE,TRUE,2,TRUE,unknown,TRUE,unknown,unknown,'no',unknown,FALSE,FALSE,TRUE,FALSE,unknown,FALSE,TRUE,FALSE,unknown,FALSE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,unknown,TRUE,TRUE,unknown,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,unknown,166418,"Asian Fusion, Nightlife, Bars, American (New), Wine Bars, Burgers, Restaurants",Las Vegas,1,36.14690984,-115.300777,Bachi Burger,89117,NV,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",11:00,11:00,11:00,11:00,11:00,11:00,11:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,3.791348601
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,FALSE,unknown,TRUE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,TRUE,unknown,TRUE,TRUE,unknown,'loud',unknown,TRUE,'casual',unknown,FALSE,TRUE,2,TRUE,TRUE,TRUE,outdoor,TRUE,'no',TRUE,FALSE,FALSE,TRUE,FALSE,unknown,FALSE,TRUE,FALSE,FALSE,TRUE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,118508,"Arts & Entertainment, Mexican, Breakfast & Brunch, Nightlife, Restaurants, Music Venues, Bars",Las Vegas,1,36.11107247,-115.1724519,Cabo Wabo Cantina,89109,NV,"{'Monday': '8:0-2:0', 'Tuesday': '8:0-2:0', 'Wednesday': '8:0-2:0', 'Thursday': '8:0-2:0', 'Friday': '8:0-2:0', 'Saturday': '8:0-2:0', 'Sunday': '8:0-2:0'}",08:00,08:00,08:00,08:00,08:00,08:00,08:00,02:00,02:00,02:00,02:00,02:00,02:00,02:00,3.351047904
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,FALSE,unknown,TRUE,TRUE,unknown,'average',unknown,FALSE,'casual',unknown,FALSE,TRUE,1,TRUE,TRUE,TRUE,unknown,unknown,'no',unknown,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,unknown,152904,"Bars, Sports Bars, Nightlife, Cocktail Bars, American (Traditional), Restaurants, Food",Las Vegas,0,36.1079925,-115.1992921,Prohibition Gaming Bar & Grill,89103,NV,"{'Monday': '9:0-9:0', 'Tuesday': '9:0-9:0', 'Wednesday': '9:0-9:0', 'Thursday': '9:0-9:0', 'Friday': '9:0-9:0', 'Saturday': '9:0-9:0', 'Sunday': '9:0-9:0'}",09:00,09:00,09:00,09:00,09:00,09:00,09:00,09:00,09:00,09:00,09:00,09:00,09:00,09:00,3.888888889
